Shift,Begin,End
2019-11-12-2,2019-11-12 21:56:45.250,2019-11-12 21:57:18.750
2019-11-12-2,2019-11-12 21:57:18.750,2019-11-12 21:59:20.000
2019-11-12-2,2019-11-12 21:59:20.000,2019-11-12 22:01:35.000
2019-11-12-2,2019-11-12 22:01:35.000,2019-11-12 22:04:10.750
2019-11-12-2,2019-11-12 22:04:10.750,2019-11-12 22:06:58.250
2019-11-12-2,2019-11-12 22:06:58.250,2019-11-12 22:10:48.250
2019-11-12-2,2019-11-12 22:10:48.250,2019-11-12 22:17:13.750
2019-11-12-2,2019-11-12 22:17:13.750,2019-11-12 22:18:27.500
2019-11-12-2,2019-11-12 22:18:27.500,2019-11-12 22:20:03.750
2019-11-12-2,2019-11-12 22:20:03.750,2019-11-12 22:23:07.000
2019-11-12-2,2019-11-12 22:23:07.000,2019-11-12 22:23:48.000
2019-11-12-2,2019-11-12 22:23:48.000,2019-11-12 22:25:16.250
2019-11-13-1,2019-11-13 08:16:31.500,2019-11-13 08:19:01.750
2019-11-13-1,2019-11-13 08:19:01.750,2019-11-13 08:23:18.000
2019-11-13-1,2019-11-13 08:23:18.000,2019-11-13 08:24:14.250
2019-11-13-1,2019-11-13 08:24:14.250,2019-11-13 08:26:12.250
2019-11-13-1,2019-11-13 08:26:12.250,2019-11-13 08:26:41.750
2019-11-13-1,2019-11-13 08:46:33.750,2019-11-13 08:47:33.000
2019-11-13-1,2019-11-13 08:47:33.000,2019-11-13 08:54:03.750
2019-11-13-1,2019-11-13 08:54:03.750,2019-11-13 08:56:54.500
2019-11-13-1,2019-11-13 08:56:54.500,2019-11-13 08:57:40.500
2019-11-13-1,2019-11-13 08:57:40.500,2019-11-13 09:07:28.750
2019-11-13-1,2019-11-13 09:07:28.750,2019-11-13 09:08:14.500
2019-11-13-1,2019-11-13 09:08:14.500,2019-11-13 09:09:57.750
2019-11-13-1,2019-11-13 09:09:57.750,2019-11-13 09:12:23.750
2019-11-13-1,2019-11-13 09:12:23.750,2019-11-13 09:14:02.750
2019-11-13-1,2019-11-13 09:14:02.750,2019-11-13 09:15:26.250
2019-11-13-1,2019-11-13 09:15:26.250,2019-11-13 09:17:13.500
2019-11-13-1,2019-11-13 09:17:13.500,2019-11-13 09:19:39.500
2019-11-13-1,2019-11-13 09:19:39.500,2019-11-13 09:20:58.250
2019-11-13-1,2019-11-13 10:51:50.500,2019-11-13 10:53:18.000
2019-11-13-1,2019-11-13 10:53:18.000,2019-11-13 10:54:55.750
2019-11-13-1,2019-11-13 10:54:55.750,2019-11-13 10:55:35.500
2019-11-13-1,2019-11-13 11:01:37.500,2019-11-13 11:04:50.250
2019-11-13-1,2019-11-13 11:04:50.250,2019-11-13 11:06:09.750
2019-11-13-1,2019-11-13 11:08:15.250,2019-11-13 11:10:18.750
2019-11-13-1,2019-11-13 11:10:18.750,2019-11-13 11:10:58.000
2019-11-13-1,2019-11-13 11:10:58.000,2019-11-13 11:12:08.250
2019-11-13-1,2019-11-13 11:14:32.250,2019-11-13 11:16:33.750
2019-11-13-1,2019-11-13 11:16:33.750,2019-11-13 11:17:29.250
2019-11-13-1,2019-11-13 11:17:29.250,2019-11-13 11:18:27.250
2019-11-13-1,2019-11-13 11:18:27.250,2019-11-13 11:19:26.250
2019-11-13-1,2019-11-13 11:24:01.500,2019-11-13 11:26:18.500
2019-11-13-1,2019-11-13 11:26:18.500,2019-11-13 11:27:29.250
2019-11-13-1,2019-11-13 11:27:29.250,2019-11-13 11:34:36.000
2019-11-13-1,2019-11-13 11:38:10.750,2019-11-13 11:41:23.000
2019-11-13-1,2019-11-13 11:41:23.000,2019-11-13 11:43:21.000
2019-11-13-1,2019-11-13 11:46:17.750,2019-11-13 11:47:00.500
2019-11-13-1,2019-11-13 11:47:00.500,2019-11-13 11:48:25.500
2019-11-13-1,2019-11-13 11:48:25.500,2019-11-13 11:48:59.000
2019-11-13-1,2019-11-13 11:51:43.000,2019-11-13 11:52:49.000
2019-11-13-1,2019-11-13 12:00:40.750,2019-11-13 12:01:33.750
2019-11-13-1,2019-11-13 12:03:40.000,2019-11-13 12:04:58.750
2019-11-13-1,2019-11-13 12:12:02.750,2019-11-13 12:13:44.250
2019-11-13-1,2019-11-13 12:13:44.250,2019-11-13 12:15:00.750
2019-11-13-1,2019-11-13 12:17:19.250,2019-11-13 12:19:04.000
2019-11-13-1,2019-11-13 12:19:04.000,2019-11-13 12:19:48.750
2019-11-13-1,2019-11-13 12:24:34.500,2019-11-13 12:26:38.000
2019-11-13-1,2019-11-13 12:26:38.000,2019-11-13 12:28:01.000
2019-11-13-1,2019-11-13 12:30:47.250,2019-11-13 12:31:59.500
2019-11-13-1,2019-11-13 12:34:21.000,2019-11-13 12:36:09.250
2019-11-13-1,2019-11-13 12:36:09.250,2019-11-13 12:36:53.000
2019-11-13-1,2019-11-13 12:40:12.500,2019-11-13 12:41:27.250
2019-11-13-1,2019-11-13 12:41:27.250,2019-11-13 12:44:24.750
2019-11-13-1,2019-11-13 12:44:24.750,2019-11-13 12:46:34.250
2019-11-13-1,2019-11-13 12:46:34.250,2019-11-13 12:47:57.000
2019-11-13-1,2019-11-13 12:56:04.500,2019-11-13 12:57:57.250
2019-11-13-1,2019-11-13 12:57:57.250,2019-11-13 12:58:47.750
2019-11-13-1,2019-11-13 13:02:57.250,2019-11-13 13:03:39.000
2019-11-13-1,2019-11-13 13:06:46.000,2019-11-13 13:08:47.500
2019-11-13-1,2019-11-13 13:08:47.500,2019-11-13 13:09:58.250
2019-11-13-1,2019-11-13 13:12:12.500,2019-11-13 13:14:57.000
2019-11-13-1,2019-11-13 13:14:57.000,2019-11-13 13:15:46.500
2019-11-13-1,2019-11-13 13:15:46.500,2019-11-13 13:16:54.750
2019-11-13-1,2019-11-13 13:25:41.750,2019-11-13 13:27:37.750
2019-11-13-1,2019-11-13 13:27:37.750,2019-11-13 13:28:18.250
2019-11-13-1,2019-11-13 13:51:29.000,2019-11-13 13:57:33.250
2019-11-13-1,2019-11-13 13:57:33.250,2019-11-13 13:59:29.750
2019-11-13-1,2019-11-13 13:59:29.750,2019-11-13 14:01:27.250
2019-11-13-1,2019-11-13 14:01:27.250,2019-11-13 14:03:32.500
2019-11-13-1,2019-11-13 14:03:32.500,2019-11-13 14:09:49.750
2019-11-13-1,2019-11-13 14:09:49.750,2019-11-13 14:11:32.500
2019-11-13-1,2019-11-13 14:11:32.500,2019-11-13 14:13:58.250
2019-11-13-1,2019-11-13 14:13:58.250,2019-11-13 14:16:00.750
2019-11-13-1,2019-11-13 14:16:00.750,2019-11-13 14:16:27.000
2019-11-13-1,2019-11-13 14:16:27.000,2019-11-13 14:17:46.750
2019-11-13-1,2019-11-13 14:17:46.750,2019-11-13 14:20:01.250
2019-11-13-1,2019-11-13 14:20:01.250,2019-11-13 14:21:20.250
2019-11-13-1,2019-11-13 14:21:20.250,2019-11-13 14:30:03.250
2019-11-13-1,2019-11-13 14:38:09.000,2019-11-13 14:40:37.500
2019-11-13-1,2019-11-13 14:40:37.500,2019-11-13 14:43:14.250
2019-11-13-1,2019-11-13 14:43:14.250,2019-11-13 14:45:06.000
2019-11-13-1,2019-11-13 14:45:06.000,2019-11-13 14:46:04.000
2019-11-13-1,2019-11-13 14:46:04.000,2019-11-13 14:47:42.250
2019-11-13-1,2019-11-13 14:47:42.250,2019-11-13 14:48:34.750
2019-11-13-2,2019-11-13 17:11:50.500,2019-11-13 17:15:37.500
2019-11-13-2,2019-11-13 17:15:37.500,2019-11-13 17:18:36.250
2019-11-13-2,2019-11-13 17:18:36.250,2019-11-13 17:20:21.000
2019-11-13-2,2019-11-13 17:43:22.000,2019-11-13 17:45:43.250
2019-11-13-2,2019-11-13 17:45:43.250,2019-11-13 17:47:48.750
2019-11-13-2,2019-11-13 17:47:48.750,2019-11-13 17:50:26.500
2019-11-13-2,2019-11-13 17:50:26.500,2019-11-13 17:53:55.750
2019-11-13-2,2019-11-13 17:53:55.750,2019-11-13 17:55:30.500
2019-11-13-2,2019-11-13 18:03:30.000,2019-11-13 18:06:34.500
2019-11-13-2,2019-11-13 18:06:34.500,2019-11-13 18:09:22.000
2019-11-13-2,2019-11-13 18:09:22.000,2019-11-13 18:11:24.000
2019-11-13-2,2019-11-13 18:16:16.250,2019-11-13 18:18:05.250
2019-11-13-2,2019-11-13 18:23:03.000,2019-11-13 18:24:33.000
2019-11-13-2,2019-11-13 18:24:33.000,2019-11-13 18:27:09.500
2019-11-13-2,2019-11-13 18:27:09.500,2019-11-13 18:29:47.500
2019-11-13-2,2019-11-13 18:29:47.500,2019-11-13 18:34:04.000
2019-11-13-2,2019-11-13 18:34:04.000,2019-11-13 18:36:01.250
2019-11-13-2,2019-11-13 18:36:01.250,2019-11-13 18:36:45.750
2019-11-13-2,2019-11-13 18:47:18.250,2019-11-13 18:50:10.500
2019-11-13-2,2019-11-13 18:50:10.500,2019-11-13 18:52:56.500
2019-11-13-2,2019-11-13 18:52:56.500,2019-11-13 18:55:55.000
2019-11-13-2,2019-11-13 18:55:55.000,2019-11-13 18:57:59.500
2019-11-13-2,2019-11-13 18:57:59.500,2019-11-13 18:59:14.750
2019-11-13-2,2019-11-13 18:59:14.750,2019-11-13 19:02:05.500
2019-11-13-2,2019-11-13 19:02:05.500,2019-11-13 19:03:59.750
2019-11-13-2,2019-11-13 19:03:59.750,2019-11-13 19:04:45.000
2019-11-13-2,2019-11-13 19:04:45.000,2019-11-13 19:06:32.500
2019-11-13-2,2019-11-13 19:06:32.500,2019-11-13 19:07:21.250
2019-11-13-2,2019-11-13 19:07:21.250,2019-11-13 19:14:50.500
2019-11-13-2,2019-11-13 19:14:50.500,2019-11-13 19:17:52.500
2019-11-13-2,2019-11-13 19:17:52.500,2019-11-13 19:19:53.750
2019-11-13-2,2019-11-13 19:26:34.750,2019-11-13 19:27:38.500
2019-11-13-2,2019-11-13 19:27:38.500,2019-11-13 19:30:48.750
2019-11-13-2,2019-11-13 19:30:48.750,2019-11-13 19:34:15.000
2019-11-13-2,2019-11-13 19:34:15.000,2019-11-13 19:36:18.000
2019-11-13-2,2019-11-13 19:36:18.000,2019-11-13 19:38:33.750
2019-11-13-2,2019-11-13 19:38:33.750,2019-11-13 19:46:34.500
2019-11-13-2,2019-11-13 19:46:34.500,2019-11-13 19:50:42.250
2019-11-13-2,2019-11-13 19:50:42.250,2019-11-13 19:52:45.750
2019-11-13-2,2019-11-13 19:52:45.750,2019-11-13 19:55:51.000
2019-11-13-2,2019-11-13 19:55:51.000,2019-11-13 19:57:13.500
2019-11-13-2,2019-11-13 19:59:53.750,2019-11-13 20:00:45.750
2019-11-13-2,2019-11-13 20:00:45.750,2019-11-13 20:02:43.250
2019-11-13-2,2019-11-13 20:02:43.250,2019-11-13 20:05:06.250
2019-11-13-2,2019-11-13 20:05:06.250,2019-11-13 20:07:08.750
2019-11-13-2,2019-11-13 20:07:08.750,2019-11-13 20:09:17.750
2019-11-13-2,2019-11-13 20:11:47.000,2019-11-13 20:14:58.500
2019-11-13-2,2019-11-13 20:14:58.500,2019-11-13 20:15:39.750
2019-11-13-2,2019-11-13 20:31:12.000,2019-11-13 20:31:12.000
2019-11-13-2,2019-11-13 20:31:28.750,2019-11-13 20:33:43.250
2019-11-13-2,2019-11-13 20:33:43.250,2019-11-13 20:36:05.500
2019-11-13-2,2019-11-13 20:36:05.500,2019-11-13 20:39:06.750
2019-11-13-2,2019-11-13 20:39:06.750,2019-11-13 20:40:31.750
2019-11-13-2,2019-11-13 20:40:31.750,2019-11-13 20:42:50.250
2019-11-13-2,2019-11-13 20:45:03.250,2019-11-13 20:47:52.000
2019-11-13-2,2019-11-13 20:47:52.000,2019-11-13 20:50:43.500
2019-11-13-2,2019-11-13 20:50:43.500,2019-11-13 20:53:53.750
2019-11-13-2,2019-11-13 20:53:53.750,2019-11-13 20:54:39.000
2019-11-13-2,2019-11-13 20:54:39.000,2019-11-13 20:57:14.500
2019-11-13-2,2019-11-13 20:57:14.500,2019-11-13 21:00:40.750
2019-11-13-2,2019-11-13 21:00:40.750,2019-11-13 21:03:37.500
2019-11-13-2,2019-11-13 21:03:37.500,2019-11-13 21:04:36.750
2019-11-13-2,2019-11-13 21:04:36.750,2019-11-13 21:06:33.000
2019-11-13-2,2019-11-13 21:06:33.000,2019-11-13 21:08:14.750
2019-11-13-2,2019-11-13 21:08:14.750,2019-11-13 21:08:54.750
2019-11-13-2,2019-11-13 21:12:27.500,2019-11-13 21:15:20.000
2019-11-13-2,2019-11-13 21:15:20.000,2019-11-13 21:16:50.000
2019-11-13-2,2019-11-13 21:16:50.000,2019-11-13 21:18:50.500
2019-11-13-2,2019-11-13 21:18:50.500,2019-11-13 21:21:17.500
2019-11-13-2,2019-11-13 21:21:17.500,2019-11-13 21:23:16.000
2019-11-13-2,2019-11-13 21:23:16.000,2019-11-13 21:25:43.250
2019-11-13-2,2019-11-13 21:25:43.250,2019-11-13 21:28:39.250
2019-11-13-2,2019-11-13 21:28:39.250,2019-11-13 21:30:41.500
2019-11-13-2,2019-11-13 21:30:41.500,2019-11-13 21:31:24.000
2019-11-13-2,2019-11-13 21:31:24.000,2019-11-13 21:33:47.750
2019-11-13-2,2019-11-13 21:33:47.750,2019-11-13 21:34:54.250
2019-11-13-2,2019-11-13 21:34:54.250,2019-11-13 21:36:17.500
2019-11-13-2,2019-11-13 21:36:17.500,2019-11-13 21:38:33.000
2019-11-13-2,2019-11-13 21:38:33.000,2019-11-13 21:40:51.250
2019-11-13-2,2019-11-13 21:40:51.250,2019-11-13 21:42:59.250
2019-11-13-2,2019-11-13 21:45:08.250,2019-11-13 21:47:28.750
2019-11-13-2,2019-11-13 21:47:28.750,2019-11-13 21:49:57.750
2019-11-13-2,2019-11-13 21:49:57.750,2019-11-13 21:52:33.500
2019-11-13-2,2019-11-13 21:52:33.500,2019-11-13 21:55:44.500
2019-11-13-2,2019-11-13 21:55:44.500,2019-11-13 21:57:40.250
2019-11-13-2,2019-11-13 21:57:40.250,2019-11-13 21:59:49.750
2019-11-13-2,2019-11-13 21:59:49.750,2019-11-13 22:00:51.500
2019-11-13-2,2019-11-13 22:00:51.500,2019-11-13 22:02:13.250
2019-11-13-2,2019-11-13 22:09:03.750,2019-11-13 22:11:59.000
2019-11-13-2,2019-11-13 22:11:59.000,2019-11-13 22:16:47.250
2019-11-13-2,2019-11-13 22:16:47.250,2019-11-13 22:18:53.750
2019-11-13-2,2019-11-13 22:18:53.750,2019-11-13 22:19:56.750
2019-11-13-2,2019-11-13 23:00:56.500,2019-11-13 23:00:57.000
2019-11-13-2,2019-11-13 23:02:23.750,2019-11-13 23:03:14.750
2019-11-13-2,2019-11-13 23:14:56.250,2019-11-13 23:14:56.250
2019-11-13-2,2019-11-13 23:15:08.250,2019-11-13 23:15:12.000
2019-11-13-2,2019-11-13 23:15:26.000,2019-11-13 23:17:06.500
2019-11-13-2,2019-11-13 23:17:06.500,2019-11-13 23:18:24.750
2019-11-13-2,2019-11-13 23:18:24.750,2019-11-13 23:20:38.000
2019-11-13-2,2019-11-13 23:20:38.000,2019-11-13 23:23:16.750
2019-11-13-2,2019-11-13 23:55:58.250,2019-11-13 23:56:38.750
2019-11-13-2,2019-11-13 23:56:38.750,2019-11-13 23:58:18.750
2019-11-13-2,2019-11-13 23:58:18.750,2019-11-14 00:00:49.750
2019-11-13-2,2019-11-14 00:00:49.750,2019-11-14 00:01:40.000
2019-11-13-2,2019-11-14 00:01:40.000,2019-11-14 00:04:46.750
2019-11-13-2,2019-11-14 00:04:46.750,2019-11-14 00:05:51.000
2019-11-13-2,2019-11-14 00:05:51.000,2019-11-14 00:15:08.250
2019-11-13-2,2019-11-14 00:15:08.250,2019-11-14 00:16:08.000
2019-11-13-2,2019-11-14 00:16:08.000,2019-11-14 00:18:25.250
2019-11-13-2,2019-11-14 00:18:25.250,2019-11-14 00:19:21.000
2019-11-13-2,2019-11-14 00:19:21.000,2019-11-14 00:20:48.750
2019-11-13-2,2019-11-14 00:20:48.750,2019-11-14 00:22:26.500
2019-11-13-2,2019-11-14 00:22:26.500,2019-11-14 00:23:46.000
2019-11-13-2,2019-11-14 00:23:46.000,2019-11-14 00:25:59.750
2019-11-13-2,2019-11-14 00:25:59.750,2019-11-14 00:27:46.500
2019-11-13-2,2019-11-14 00:27:46.500,2019-11-14 00:29:08.000
2019-11-13-2,2019-11-14 00:29:08.000,2019-11-14 00:32:34.750
2019-11-13-2,2019-11-14 00:32:34.750,2019-11-14 00:35:09.500
2019-11-13-2,2019-11-14 00:35:09.500,2019-11-14 00:36:23.000
2019-11-14-1,2019-11-14 08:41:47.750,2019-11-14 08:43:28.250
2019-11-14-1,2019-11-14 08:43:28.250,2019-11-14 08:45:28.750
2019-11-14-1,2019-11-14 08:45:28.750,2019-11-14 08:47:36.000
2019-11-14-1,2019-11-14 08:47:36.000,2019-11-14 08:50:07.500
2019-11-14-1,2019-11-14 08:50:07.500,2019-11-14 08:52:21.000
2019-11-14-1,2019-11-14 08:52:21.000,2019-11-14 08:55:00.750
2019-11-14-1,2019-11-14 08:55:00.750,2019-11-14 08:56:28.500
2019-11-14-1,2019-11-14 08:56:28.500,2019-11-14 08:58:30.500
2019-11-14-1,2019-11-14 08:58:30.500,2019-11-14 08:59:29.500
2019-11-14-1,2019-11-14 08:59:29.500,2019-11-14 08:59:31.750
2019-11-14-1,2019-11-14 10:03:27.250,2019-11-14 10:03:27.500
2019-11-14-1,2019-11-14 10:03:47.500,2019-11-14 10:04:33.000
2019-11-14-1,2019-11-14 10:04:33.000,2019-11-14 10:06:34.250
2019-11-14-1,2019-11-14 10:06:34.250,2019-11-14 10:08:42.250
2019-11-14-1,2019-11-14 10:08:42.250,2019-11-14 10:11:07.250
2019-11-14-1,2019-11-14 10:11:07.250,2019-11-14 10:12:48.750
2019-11-14-1,2019-11-14 10:12:48.750,2019-11-14 10:13:22.250
2019-11-14-1,2019-11-14 10:13:22.250,2019-11-14 10:15:28.500
2019-11-14-1,2019-11-14 10:15:28.500,2019-11-14 10:16:16.000
2019-11-14-1,2019-11-14 10:16:16.000,2019-11-14 10:17:57.500
2019-11-14-1,2019-11-14 10:17:57.500,2019-11-14 10:20:25.250
2019-11-14-1,2019-11-14 12:32:50.000,2019-11-14 12:35:09.750
2019-11-14-1,2019-11-14 12:37:28.000,2019-11-14 12:39:26.500
2019-11-14-1,2019-11-14 12:39:26.500,2019-11-14 12:40:57.750
2019-11-14-1,2019-11-14 13:42:58.500,2019-11-14 13:44:45.750
2019-11-14-1,2019-11-14 13:44:45.750,2019-11-14 13:47:07.750
2019-11-14-1,2019-11-14 13:47:07.750,2019-11-14 13:48:39.000
2019-11-14-1,2019-11-14 13:48:39.000,2019-11-14 13:50:14.500
2019-11-14-1,2019-11-14 13:55:28.750,2019-11-14 13:57:02.500
2019-11-14-1,2019-11-14 13:57:02.500,2019-11-14 13:58:29.500
2019-11-14-1,2019-11-14 13:58:29.500,2019-11-14 14:02:16.500
2019-11-14-1,2019-11-14 14:02:16.500,2019-11-14 14:04:31.250
2019-11-14-1,2019-11-14 14:04:31.250,2019-11-14 14:06:53.500
2019-11-14-1,2019-11-14 14:06:53.500,2019-11-14 14:09:03.250
2019-11-14-1,2019-11-14 14:09:03.250,2019-11-14 14:11:16.500
2019-11-14-1,2019-11-14 14:11:16.500,2019-11-14 14:12:56.250
2019-11-14-1,2019-11-14 14:15:00.500,2019-11-14 14:17:35.500
2019-11-14-1,2019-11-14 14:17:35.500,2019-11-14 14:19:23.750
2019-11-14-1,2019-11-14 14:43:33.000,2019-11-14 14:45:47.750
2019-11-14-1,2019-11-14 14:45:47.750,2019-11-14 14:48:22.000
2019-11-14-1,2019-11-14 14:48:22.000,2019-11-14 14:49:23.000
2019-11-14-2,2019-11-14 17:05:45.750,2019-11-14 17:07:01.750
2019-11-14-2,2019-11-14 17:07:01.750,2019-11-14 17:11:35.750
2019-11-14-2,2019-11-14 17:11:35.750,2019-11-14 17:12:20.500
2019-11-14-2,2019-11-14 17:12:20.500,2019-11-14 17:13:19.500
2019-11-14-2,2019-11-14 17:15:24.250,2019-11-14 17:16:52.500
2019-11-14-2,2019-11-14 17:16:52.500,2019-11-14 17:21:11.000
2019-11-14-2,2019-11-14 17:21:11.000,2019-11-14 17:25:35.500
2019-11-14-2,2019-11-14 17:25:35.500,2019-11-14 17:28:04.250
2019-11-14-2,2019-11-14 17:28:04.250,2019-11-14 17:30:46.750
2019-11-14-2,2019-11-14 17:30:46.750,2019-11-14 17:31:35.500
2019-11-14-2,2019-11-14 17:31:35.500,2019-11-14 17:32:58.750
2019-11-14-2,2019-11-14 17:32:58.750,2019-11-14 17:35:38.250
2019-11-14-2,2019-11-14 17:35:38.250,2019-11-14 17:36:40.000
2019-11-14-2,2019-11-14 17:36:40.000,2019-11-14 17:37:54.750
2019-11-14-2,2019-11-14 17:37:54.750,2019-11-14 17:38:45.000
2019-11-14-2,2019-11-14 17:38:45.000,2019-11-14 17:41:28.250
2019-11-14-2,2019-11-14 17:41:28.250,2019-11-14 17:44:38.500
2019-11-14-2,2019-11-14 17:44:38.500,2019-11-14 17:45:19.500
2019-11-14-2,2019-11-14 17:45:19.500,2019-11-14 17:46:53.250
2019-11-14-2,2019-11-14 17:46:53.250,2019-11-14 17:47:56.250
2019-11-14-2,2019-11-14 17:47:56.250,2019-11-14 17:49:57.250
2019-11-14-2,2019-11-14 17:49:57.250,2019-11-14 17:51:55.000
2019-11-14-2,2019-11-14 17:51:55.000,2019-11-14 17:57:42.500
2019-11-14-2,2019-11-14 17:57:42.500,2019-11-14 18:00:22.000
2019-11-14-2,2019-11-14 18:00:22.000,2019-11-14 18:02:27.500
2019-11-14-2,2019-11-14 18:02:27.500,2019-11-14 18:03:31.000
2019-11-14-2,2019-11-14 18:03:31.000,2019-11-14 18:05:02.250
2019-11-14-2,2019-11-14 18:05:02.250,2019-11-14 18:05:37.750
2019-11-14-2,2019-11-14 18:05:37.750,2019-11-14 18:08:17.250
2019-11-14-2,2019-11-14 18:08:17.250,2019-11-14 18:09:13.250
2019-11-14-2,2019-11-14 18:09:13.250,2019-11-14 18:10:45.250
2019-11-14-2,2019-11-14 18:10:45.250,2019-11-14 18:13:08.750
2019-11-14-2,2019-11-14 18:13:08.750,2019-11-14 18:13:51.250
2019-11-14-2,2019-11-14 18:13:51.250,2019-11-14 18:15:28.750
2019-11-14-2,2019-11-14 18:15:28.750,2019-11-14 18:18:03.250
2019-11-14-2,2019-11-14 18:40:26.500,2019-11-14 18:42:25.500
2019-11-14-2,2019-11-14 18:45:00.750,2019-11-14 18:47:00.750
2019-11-14-2,2019-11-14 18:47:00.750,2019-11-14 18:49:11.750
2019-11-14-2,2019-11-14 18:51:20.000,2019-11-14 18:52:58.750
2019-11-14-2,2019-11-14 18:52:58.750,2019-11-14 18:55:20.000
2019-11-14-2,2019-11-14 18:55:20.000,2019-11-14 18:56:02.500
2019-11-14-2,2019-11-14 18:56:02.500,2019-11-14 18:57:14.750
2019-11-14-2,2019-11-14 18:57:14.750,2019-11-14 19:00:30.500
2019-11-14-2,2019-11-14 19:00:30.500,2019-11-14 19:02:46.250
2019-11-14-2,2019-11-14 19:02:46.250,2019-11-14 19:04:56.000
2019-11-14-2,2019-11-14 19:04:56.000,2019-11-14 19:07:59.000
2019-11-14-2,2019-11-14 19:07:59.000,2019-11-14 19:08:49.250
2019-11-14-2,2019-11-14 19:08:49.250,2019-11-14 19:14:05.750
2019-11-14-2,2019-11-14 19:14:05.750,2019-11-14 19:16:23.250
2019-11-14-2,2019-11-14 19:16:23.250,2019-11-14 19:18:06.250
2019-11-14-2,2019-11-14 19:25:19.750,2019-11-14 19:27:33.250
2019-11-14-2,2019-11-14 19:27:33.250,2019-11-14 19:28:09.750
2019-11-14-2,2019-11-14 19:28:09.750,2019-11-14 19:29:37.250
2019-11-14-2,2019-11-14 19:29:37.250,2019-11-14 19:31:35.000
2019-11-14-2,2019-11-14 19:31:35.000,2019-11-14 19:32:22.500
2019-11-14-2,2019-11-14 19:32:22.500,2019-11-14 19:33:37.250
2019-11-14-2,2019-11-14 19:33:37.250,2019-11-14 19:35:43.500
2019-11-14-2,2019-11-14 19:35:43.500,2019-11-14 19:36:27.000
2019-11-14-2,2019-11-14 19:36:27.000,2019-11-14 19:36:37.250
2019-11-14-2,2019-11-14 19:39:27.000,2019-11-14 19:39:27.500
2019-11-14-2,2019-11-14 19:40:50.250,2019-11-14 19:40:50.250
2019-11-14-2,2019-11-14 20:26:00.000,2019-11-14 20:26:00.750
2019-11-14-2,2019-11-14 20:26:07.500,2019-11-14 20:26:13.000
2019-11-14-2,2019-11-14 20:26:14.250,2019-11-14 20:27:04.000
2019-11-14-2,2019-11-14 20:27:04.000,2019-11-14 20:29:29.250
2019-11-14-2,2019-11-14 20:29:29.250,2019-11-14 20:31:28.000
2019-11-14-2,2019-11-14 20:31:28.000,2019-11-14 20:32:12.500
2019-11-14-2,2019-11-14 20:32:12.500,2019-11-14 20:34:26.750
2019-11-14-2,2019-11-14 20:34:26.750,2019-11-14 20:36:21.500
2019-11-14-2,2019-11-14 20:36:21.500,2019-11-14 20:38:41.250
2019-11-14-2,2019-11-14 20:38:41.250,2019-11-14 20:40:46.000
2019-11-14-2,2019-11-14 20:40:46.000,2019-11-14 20:43:27.500
2019-11-14-2,2019-11-14 20:43:27.500,2019-11-14 20:45:40.000
2019-11-14-2,2019-11-14 20:45:40.000,2019-11-14 20:47:58.000
2019-11-14-2,2019-11-14 20:47:58.000,2019-11-14 20:48:50.750
2019-11-14-2,2019-11-14 20:48:50.750,2019-11-14 20:50:21.000
2019-11-14-2,2019-11-14 20:50:21.000,2019-11-14 20:52:45.750
2019-11-14-2,2019-11-14 20:52:45.750,2019-11-14 20:55:31.000
2019-11-14-2,2019-11-14 20:55:31.000,2019-11-14 20:57:40.000
2019-11-14-2,2019-11-14 21:04:11.000,2019-11-14 21:06:46.000
2019-11-14-2,2019-11-14 21:06:46.000,2019-11-14 21:09:14.250
2019-11-14-2,2019-11-14 21:09:14.250,2019-11-14 21:10:02.750
2019-11-14-2,2019-11-14 21:10:02.750,2019-11-14 21:11:55.000
2019-11-14-2,2019-11-14 21:11:55.000,2019-11-14 21:12:34.750
2019-11-14-2,2019-11-14 21:12:34.750,2019-11-14 21:14:12.500
2019-11-14-2,2019-11-14 21:14:12.500,2019-11-14 21:16:50.000
2019-11-14-2,2019-11-14 21:16:50.000,2019-11-14 21:18:50.000
2019-11-14-2,2019-11-14 21:22:31.000,2019-11-14 21:24:14.000
2019-11-14-2,2019-11-14 22:15:54.000,2019-11-14 22:18:55.250
2019-11-14-2,2019-11-14 22:18:55.250,2019-11-14 22:21:54.000
2019-11-14-2,2019-11-14 22:21:54.000,2019-11-14 22:24:35.000
2019-11-14-2,2019-11-14 22:24:35.000,2019-11-14 22:26:46.000
2019-11-14-2,2019-11-14 22:26:46.000,2019-11-14 22:29:13.750
2019-11-14-2,2019-11-14 22:29:13.750,2019-11-14 22:31:27.750
2019-11-14-2,2019-11-14 22:31:27.750,2019-11-14 22:32:42.000
2019-11-14-2,2019-11-14 22:38:07.750,2019-11-14 22:40:11.500
2019-11-14-2,2019-11-14 22:40:11.500,2019-11-14 22:40:51.250
2019-11-14-2,2019-11-14 22:40:51.250,2019-11-14 22:42:41.500
2019-11-14-2,2019-11-14 22:42:41.500,2019-11-14 22:45:45.000
2019-11-14-2,2019-11-14 22:45:45.000,2019-11-14 22:48:08.250
2019-11-14-2,2019-11-14 22:48:08.250,2019-11-14 22:50:33.250
2019-11-14-2,2019-11-14 22:50:33.250,2019-11-14 22:52:31.000
2019-11-14-2,2019-11-14 22:52:31.000,2019-11-14 22:55:18.250
