Shift,Begin,End
2019-11-14-2,2019-11-14 23:27:07.500,2019-11-14 23:27:35.000
2019-11-14-2,2019-11-14 23:30:15.500,2019-11-14 23:31:50.250
2019-11-14-2,2019-11-14 23:31:50.250,2019-11-14 23:34:40.500
2019-11-14-2,2019-11-14 23:34:40.500,2019-11-14 23:36:56.000
2019-11-14-2,2019-11-14 23:36:56.000,2019-11-14 23:39:37.250
2019-11-14-2,2019-11-14 23:39:37.250,2019-11-14 23:42:05.500
2019-11-14-2,2019-11-14 23:42:05.500,2019-11-14 23:44:05.250
2019-11-14-2,2019-11-14 23:46:11.750,2019-11-14 23:47:06.000
2019-11-14-2,2019-11-14 23:47:06.000,2019-11-14 23:49:20.750
2019-11-14-2,2019-11-14 23:49:20.750,2019-11-14 23:50:08.750
2019-11-14-2,2019-11-14 23:50:08.750,2019-11-14 23:51:38.000
2019-11-14-2,2019-11-14 23:51:38.000,2019-11-14 23:54:18.000
2019-11-14-2,2019-11-14 23:54:18.000,2019-11-14 23:56:32.500
2019-11-14-2,2019-11-14 23:56:32.500,2019-11-14 23:58:49.250
2019-11-14-2,2019-11-14 23:58:49.250,2019-11-15 00:01:26.250
2019-11-14-2,2019-11-15 00:01:26.250,2019-11-15 00:02:12.250
2019-11-14-2,2019-11-15 00:02:12.250,2019-11-15 00:03:33.000
2019-11-14-2,2019-11-15 00:13:49.000,2019-11-15 00:16:15.000
2019-11-14-2,2019-11-15 00:16:15.000,2019-11-15 00:16:51.000
2019-11-14-2,2019-11-15 00:19:13.250,2019-11-15 00:20:57.500
2019-11-14-2,2019-11-15 00:20:57.500,2019-11-15 00:23:20.250
2019-11-14-2,2019-11-15 00:23:20.250,2019-11-15 00:24:04.250
2019-11-14-2,2019-11-15 00:24:04.250,2019-11-15 00:26:08.750
2019-11-14-2,2019-11-15 00:26:08.750,2019-11-15 00:28:20.250
2019-11-14-2,2019-11-15 00:28:20.250,2019-11-15 00:28:54.250
2019-11-14-2,2019-11-15 00:28:54.250,2019-11-15 00:30:32.000
2019-11-14-2,2019-11-15 00:30:32.000,2019-11-15 00:31:22.500
2019-11-14-2,2019-11-15 00:31:22.500,2019-11-15 00:32:48.750
2019-11-14-2,2019-11-15 00:32:48.750,2019-11-15 00:33:39.250
2019-11-14-2,2019-11-15 00:33:39.250,2019-11-15 00:35:09.750
2019-11-14-2,2019-11-15 00:35:09.750,2019-11-15 00:37:20.500
2019-11-14-2,2019-11-15 00:37:20.500,2019-11-15 00:37:52.750
2019-11-14-2,2019-11-15 00:37:52.750,2019-11-15 00:39:17.000
2019-11-14-2,2019-11-15 00:39:17.000,2019-11-15 00:39:56.250
2019-11-14-2,2019-11-15 00:39:56.250,2019-11-15 00:41:22.250
2019-11-15-1,2019-11-15 08:24:54.750,2019-11-15 08:25:53.250
2019-11-15-1,2019-11-15 08:31:48.750,2019-11-15 08:33:12.750
2019-11-15-1,2019-11-15 08:35:30.000,2019-11-15 08:38:44.000
2019-11-15-1,2019-11-15 08:38:44.000,2019-11-15 08:39:33.750
2019-11-15-1,2019-11-15 08:39:33.750,2019-11-15 08:41:18.000
2019-11-15-1,2019-11-15 08:41:18.000,2019-11-15 08:43:58.000
2019-11-15-1,2019-11-15 08:43:58.000,2019-11-15 08:45:27.000
2019-11-15-1,2019-11-15 08:47:59.750,2019-11-15 08:50:22.500
2019-11-15-1,2019-11-15 08:50:22.500,2019-11-15 08:52:19.500
2019-11-15-1,2019-11-15 08:52:19.500,2019-11-15 08:54:55.750
2019-11-15-1,2019-11-15 08:54:55.750,2019-11-15 08:58:40.750
2019-11-15-1,2019-11-15 08:58:40.750,2019-11-15 09:01:21.000
2019-11-15-1,2019-11-15 09:01:21.000,2019-11-15 09:02:33.250
2019-11-15-1,2019-11-15 09:09:17.500,2019-11-15 09:12:50.000
2019-11-15-1,2019-11-15 09:12:50.000,2019-11-15 09:14:32.500
2019-11-15-1,2019-11-15 09:14:32.500,2019-11-15 09:15:18.500
2019-11-15-1,2019-11-15 09:15:18.500,2019-11-15 09:16:24.750
2019-11-15-1,2019-11-15 09:23:17.250,2019-11-15 09:24:18.250
2019-11-15-1,2019-11-15 09:24:18.250,2019-11-15 09:24:49.750
2019-11-15-1,2019-11-15 09:24:49.750,2019-11-15 09:27:08.250
2019-11-15-1,2019-11-15 09:27:08.250,2019-11-15 09:29:06.250
2019-11-15-1,2019-11-15 09:29:06.250,2019-11-15 09:29:57.000
2019-11-15-1,2019-11-15 09:29:57.000,2019-11-15 09:30:47.250
2019-11-15-1,2019-11-15 09:30:47.250,2019-11-15 09:32:07.000
2019-11-15-1,2019-11-15 09:32:07.000,2019-11-15 09:34:08.500
2019-11-15-1,2019-11-15 09:34:08.500,2019-11-15 09:35:28.000
2019-11-15-1,2019-11-15 10:34:10.000,2019-11-15 10:36:28.000
2019-11-15-1,2019-11-15 10:36:28.000,2019-11-15 10:38:35.000
2019-11-15-1,2019-11-15 10:49:26.250,2019-11-15 10:50:39.000
2019-11-15-1,2019-11-15 10:50:39.000,2019-11-15 10:52:36.500
2019-11-15-1,2019-11-15 10:52:36.500,2019-11-15 10:53:21.500
2019-11-15-1,2019-11-15 10:53:21.500,2019-11-15 10:54:29.000
2019-11-15-1,2019-11-15 10:54:29.000,2019-11-15 10:56:26.000
2019-11-15-1,2019-11-15 10:56:26.000,2019-11-15 10:58:30.250
2019-11-15-1,2019-11-15 10:58:30.250,2019-11-15 10:59:20.750
2019-11-15-1,2019-11-15 10:59:20.750,2019-11-15 11:00:11.250
2019-11-15-1,2019-11-15 11:00:11.250,2019-11-15 11:02:04.500
2019-11-15-1,2019-11-15 11:02:04.500,2019-11-15 11:03:43.000
2019-11-15-1,2019-11-15 11:06:33.750,2019-11-15 11:09:04.250
2019-11-15-1,2019-11-15 11:09:04.250,2019-11-15 11:10:12.000
2019-11-15-1,2019-11-15 11:10:12.000,2019-11-15 11:11:04.250
2019-11-15-1,2019-11-15 11:21:58.500,2019-11-15 11:24:32.750
2019-11-15-1,2019-11-15 11:24:32.750,2019-11-15 11:25:34.250
2019-11-15-1,2019-11-15 11:27:59.500,2019-11-15 11:29:15.500
2019-11-15-1,2019-11-15 11:29:15.500,2019-11-15 11:30:36.000
2019-11-15-1,2019-11-15 11:30:36.000,2019-11-15 11:31:48.000
2019-11-15-1,2019-11-15 11:34:52.250,2019-11-15 11:37:24.500
2019-11-15-1,2019-11-15 11:37:24.500,2019-11-15 11:37:59.250
2019-11-15-1,2019-11-15 11:37:59.250,2019-11-15 11:39:13.000
2019-11-15-1,2019-11-15 11:39:13.000,2019-11-15 11:40:54.500
2019-11-15-1,2019-11-15 11:45:26.250,2019-11-15 11:47:13.750
2019-11-15-1,2019-11-15 11:49:29.250,2019-11-15 11:50:59.250
2019-11-15-1,2019-11-15 11:50:59.250,2019-11-15 11:52:21.000
2019-11-15-1,2019-11-15 11:58:08.250,2019-11-15 11:59:40.750
2019-11-15-1,2019-11-15 12:02:11.500,2019-11-15 12:02:56.750
2019-11-15-1,2019-11-15 13:11:11.250,2019-11-15 13:12:42.500
2019-11-15-1,2019-11-15 13:12:42.500,2019-11-15 13:14:57.500
2019-11-15-1,2019-11-15 13:14:57.500,2019-11-15 13:17:00.000
2019-11-15-1,2019-11-15 13:17:00.000,2019-11-15 13:19:31.000
2019-11-15-1,2019-11-15 13:19:31.000,2019-11-15 13:20:16.250
2019-11-15-1,2019-11-15 13:20:16.250,2019-11-15 13:23:38.000
2019-11-15-2,2019-11-15 17:34:19.500,2019-11-15 17:34:20.500
2019-11-15-2,2019-11-15 17:34:30.750,2019-11-15 17:36:27.250
2019-11-15-2,2019-11-15 17:36:27.250,2019-11-15 17:38:47.000
2019-11-15-2,2019-11-15 17:38:47.000,2019-11-15 17:41:17.750
2019-11-15-2,2019-11-15 17:41:17.750,2019-11-15 17:44:04.250
2019-11-15-2,2019-11-15 17:44:04.250,2019-11-15 17:45:32.750
2019-11-15-2,2019-11-15 18:07:07.500,2019-11-15 18:11:36.500
2019-11-15-2,2019-11-15 18:11:36.500,2019-11-15 18:13:04.500
2019-11-15-2,2019-11-15 18:13:04.500,2019-11-15 18:13:56.750
2019-11-15-2,2019-11-15 18:13:56.750,2019-11-15 18:16:12.250
2019-11-15-2,2019-11-15 18:16:12.250,2019-11-15 18:16:52.250
2019-11-15-2,2019-11-15 18:16:52.250,2019-11-15 18:18:32.750
2019-11-15-2,2019-11-15 18:18:32.750,2019-11-15 18:19:35.500
2019-11-15-2,2019-11-15 18:19:35.500,2019-11-15 18:22:20.500
2019-11-15-2,2019-11-15 18:22:20.500,2019-11-15 18:24:26.750
2019-11-15-2,2019-11-15 18:24:26.750,2019-11-15 18:25:14.000
2019-11-15-2,2019-11-15 18:25:14.000,2019-11-15 18:28:26.750
2019-11-15-2,2019-11-15 18:28:26.750,2019-11-15 18:29:30.750
2019-11-15-2,2019-11-15 18:29:30.750,2019-11-15 18:32:43.000
2019-11-15-2,2019-11-15 18:32:43.000,2019-11-15 18:35:05.750
2019-11-15-2,2019-11-15 18:35:05.750,2019-11-15 18:37:09.750
2019-11-15-2,2019-11-15 18:37:09.750,2019-11-15 18:39:06.250
2019-11-15-2,2019-11-15 18:39:06.250,2019-11-15 18:40:06.250
2019-11-15-2,2019-11-15 18:40:06.250,2019-11-15 18:41:31.000
2019-11-15-2,2019-11-15 18:41:31.000,2019-11-15 18:49:10.750
2019-11-15-2,2019-11-15 18:49:10.750,2019-11-15 18:51:13.000
2019-11-15-2,2019-11-15 18:51:13.000,2019-11-15 18:53:42.500
2019-11-15-2,2019-11-15 18:53:42.500,2019-11-15 18:54:23.250
2019-11-15-2,2019-11-15 19:06:14.250,2019-11-15 19:06:14.500
2019-11-15-2,2019-11-15 19:06:38.750,2019-11-15 19:07:40.500
2019-11-15-2,2019-11-15 19:07:40.500,2019-11-15 19:09:46.500
2019-11-15-2,2019-11-15 19:09:46.500,2019-11-15 19:10:25.000
2019-11-15-2,2019-11-15 19:10:25.000,2019-11-15 19:11:51.250
2019-11-15-2,2019-11-15 19:11:51.250,2019-11-15 19:13:17.000
2019-11-15-2,2019-11-15 19:13:17.000,2019-11-15 19:18:30.250
2019-11-15-2,2019-11-15 19:18:30.250,2019-11-15 19:20:14.000
2019-11-15-2,2019-11-15 19:20:14.000,2019-11-15 19:22:08.500
2019-11-15-2,2019-11-15 19:22:08.500,2019-11-15 19:24:43.250
2019-11-15-2,2019-11-15 19:24:43.250,2019-11-15 19:26:41.000
2019-11-15-2,2019-11-15 19:26:41.000,2019-11-15 19:27:27.000
2019-11-15-2,2019-11-15 19:56:18.750,2019-11-15 19:58:22.750
2019-11-15-2,2019-11-15 19:58:22.750,2019-11-15 19:59:10.500
2019-11-15-2,2019-11-15 19:59:10.500,2019-11-15 20:00:37.250
2019-11-15-2,2019-11-15 20:00:37.250,2019-11-15 20:02:20.750
2019-11-15-2,2019-11-15 20:02:20.750,2019-11-15 20:04:16.500
2019-11-15-2,2019-11-15 20:04:16.500,2019-11-15 20:08:27.000
2019-11-15-2,2019-11-15 20:08:27.000,2019-11-15 20:10:14.000
2019-11-15-2,2019-11-15 20:10:14.000,2019-11-15 20:12:12.750
2019-11-15-2,2019-11-15 20:12:12.750,2019-11-15 20:14:38.500
2019-11-15-2,2019-11-15 20:14:38.500,2019-11-15 20:17:25.250
2019-11-15-2,2019-11-15 20:17:25.250,2019-11-15 20:19:14.500
2019-11-15-2,2019-11-15 20:19:14.500,2019-11-15 20:21:10.750
2019-11-15-2,2019-11-15 20:21:10.750,2019-11-15 20:23:25.000
2019-11-15-2,2019-11-15 20:23:25.000,2019-11-15 20:25:22.000
2019-11-15-2,2019-11-15 20:25:22.000,2019-11-15 20:27:09.750
2019-11-15-2,2019-11-15 20:27:09.750,2019-11-15 20:29:05.500
2019-11-15-2,2019-11-15 20:34:21.250,2019-11-15 20:36:30.500
2019-11-15-2,2019-11-15 20:36:30.500,2019-11-15 20:38:09.000
2019-11-15-2,2019-11-15 20:38:09.000,2019-11-15 20:39:55.250
2019-11-15-2,2019-11-15 20:39:55.250,2019-11-15 20:42:26.500
2019-11-15-2,2019-11-15 20:42:26.500,2019-11-15 20:44:04.000
2019-11-15-2,2019-11-15 20:44:04.000,2019-11-15 20:46:04.500
2019-11-15-2,2019-11-15 20:46:04.500,2019-11-15 20:47:57.750
2019-11-15-2,2019-11-15 20:47:57.750,2019-11-15 20:48:45.750
2019-11-15-2,2019-11-15 20:48:45.750,2019-11-15 20:50:26.250
2019-11-15-2,2019-11-15 20:50:26.250,2019-11-15 20:52:46.500
2019-11-15-2,2019-11-15 20:52:46.500,2019-11-15 20:54:11.000
2019-11-15-2,2019-11-15 20:54:11.000,2019-11-15 20:57:31.250
2019-11-15-2,2019-11-15 20:57:31.250,2019-11-15 20:58:04.000
2019-11-15-2,2019-11-15 20:58:04.000,2019-11-15 20:59:11.750
2019-11-15-2,2019-11-15 20:59:11.750,2019-11-15 21:01:51.750
2019-11-15-2,2019-11-15 21:01:51.750,2019-11-15 21:03:47.250
2019-11-15-2,2019-11-15 21:03:47.250,2019-11-15 21:05:48.000
2019-11-15-2,2019-11-15 21:05:48.000,2019-11-15 21:08:07.750
2019-11-15-2,2019-11-15 21:08:07.750,2019-11-15 21:10:12.750
2019-11-15-2,2019-11-15 21:10:12.750,2019-11-15 21:11:37.750
2019-11-15-2,2019-11-15 21:31:13.750,2019-11-15 21:33:34.000
2019-11-15-2,2019-11-15 21:33:34.000,2019-11-15 21:34:16.750
2019-11-15-2,2019-11-15 21:34:16.750,2019-11-15 21:35:24.750
2019-11-15-2,2019-11-15 21:35:24.750,2019-11-15 21:37:07.750
2019-11-15-2,2019-11-15 21:37:07.750,2019-11-15 21:38:54.750
2019-11-15-2,2019-11-15 21:53:21.000,2019-11-15 22:00:57.000
2019-11-15-2,2019-11-15 22:00:57.000,2019-11-15 22:02:46.250
2019-11-15-2,2019-11-15 22:02:46.250,2019-11-15 22:04:46.250
2019-11-15-2,2019-11-15 22:04:46.250,2019-11-15 22:07:00.750
2019-11-15-2,2019-11-15 22:07:00.750,2019-11-15 22:08:52.250
2019-11-15-2,2019-11-15 22:08:52.250,2019-11-15 22:11:22.000
2019-11-15-2,2019-11-15 22:11:22.000,2019-11-15 22:13:24.500
2019-11-15-2,2019-11-15 22:13:24.500,2019-11-15 22:15:24.500
2019-11-15-2,2019-11-15 22:15:24.500,2019-11-15 22:17:49.500
2019-11-15-2,2019-11-15 22:17:49.500,2019-11-15 22:20:14.500
2019-11-15-2,2019-11-15 22:20:14.500,2019-11-15 22:22:45.250
2019-11-15-2,2019-11-15 22:22:45.250,2019-11-15 22:29:47.250
2019-11-15-2,2019-11-15 22:29:47.250,2019-11-15 22:31:28.750
2019-11-15-2,2019-11-15 22:31:28.750,2019-11-15 22:32:13.750
2019-11-15-2,2019-11-15 22:32:13.750,2019-11-15 22:33:28.000
2019-11-15-2,2019-11-15 22:33:28.000,2019-11-15 22:34:04.500
2019-11-15-2,2019-11-15 22:34:04.500,2019-11-15 22:35:22.250
2019-11-15-2,2019-11-15 22:35:22.250,2019-11-15 22:37:05.000
2019-11-15-2,2019-11-15 22:37:05.000,2019-11-15 22:38:57.750
2019-11-15-2,2019-11-15 22:38:57.750,2019-11-15 22:39:45.000
2019-11-15-2,2019-11-15 22:39:45.000,2019-11-15 22:41:10.250
2019-11-15-2,2019-11-15 22:41:10.250,2019-11-15 22:42:54.500
2019-11-15-2,2019-11-15 22:42:54.500,2019-11-15 22:44:44.500
2019-11-15-2,2019-11-15 22:44:44.500,2019-11-15 22:45:36.500
2019-11-15-2,2019-11-15 22:45:36.500,2019-11-15 22:47:25.500
2019-11-15-2,2019-11-15 23:12:19.500,2019-11-15 23:14:28.500
2019-11-15-2,2019-11-15 23:14:28.500,2019-11-15 23:16:04.000
2019-11-15-2,2019-11-15 23:16:04.000,2019-11-15 23:17:49.000
2019-11-15-2,2019-11-15 23:17:49.000,2019-11-15 23:18:31.250
2019-11-15-2,2019-11-15 23:18:31.250,2019-11-15 23:19:51.000
2019-11-15-2,2019-11-15 23:19:51.000,2019-11-15 23:20:44.750
2019-11-15-2,2019-11-15 23:20:44.750,2019-11-15 23:21:41.000
2019-11-15-2,2019-11-15 23:21:41.000,2019-11-15 23:23:41.250
2019-11-15-2,2019-11-15 23:23:41.250,2019-11-15 23:26:20.500
2019-11-15-2,2019-11-15 23:26:20.500,2019-11-15 23:28:12.000
2019-11-15-2,2019-11-15 23:28:12.000,2019-11-15 23:30:19.750
2019-11-15-2,2019-11-15 23:30:19.750,2019-11-15 23:32:43.000
2019-11-15-2,2019-11-15 23:32:43.000,2019-11-15 23:34:23.250
2019-11-15-2,2019-11-15 23:34:23.250,2019-11-15 23:36:12.750
2019-11-15-2,2019-11-15 23:36:12.750,2019-11-15 23:38:35.250
2019-11-15-2,2019-11-15 23:38:35.250,2019-11-15 23:40:29.250
2019-11-15-2,2019-11-15 23:40:29.250,2019-11-15 23:41:38.250
2019-11-15-2,2019-11-15 23:49:55.750,2019-11-15 23:51:19.000
2019-11-15-2,2019-11-15 23:51:19.000,2019-11-15 23:53:08.750
2019-11-15-2,2019-11-15 23:53:08.750,2019-11-15 23:54:57.750
2019-11-15-2,2019-11-15 23:54:57.750,2019-11-15 23:55:36.250
2019-11-15-2,2019-11-15 23:55:36.250,2019-11-15 23:56:49.500
2019-11-15-2,2019-11-15 23:56:49.500,2019-11-15 23:58:45.750
2019-11-15-2,2019-11-15 23:58:45.750,2019-11-15 23:59:25.250
2019-11-15-2,2019-11-15 23:59:25.250,2019-11-16 00:01:36.250
2019-11-15-2,2019-11-16 00:01:36.250,2019-11-16 00:04:58.250
2019-11-15-2,2019-11-16 00:04:58.250,2019-11-16 00:06:16.250
2019-11-15-2,2019-11-16 00:06:16.250,2019-11-16 00:07:45.500
2019-11-15-2,2019-11-16 00:07:45.500,2019-11-16 00:09:15.500
2019-11-15-2,2019-11-16 00:09:15.500,2019-11-16 00:10:38.500
2019-11-15-2,2019-11-16 00:15:47.750,2019-11-16 00:18:06.750
2019-11-15-2,2019-11-16 00:18:06.750,2019-11-16 00:20:32.250
2019-11-15-2,2019-11-16 00:20:32.250,2019-11-16 00:22:01.250
2019-11-15-2,2019-11-16 00:24:41.000,2019-11-16 00:27:00.500
2019-11-15-2,2019-11-16 00:29:09.750,2019-11-16 00:31:09.750
2019-11-15-2,2019-11-16 00:31:09.750,2019-11-16 00:33:46.000
2019-11-15-2,2019-11-16 00:33:46.000,2019-11-16 00:35:36.250
2019-11-18-1,2019-11-18 08:24:15.500,2019-11-18 08:32:32.500
2019-11-18-1,2019-11-18 08:32:32.500,2019-11-18 08:38:40.250
2019-11-18-1,2019-11-18 09:52:14.000,2019-11-18 09:52:14.250
2019-11-18-1,2019-11-18 09:52:25.000,2019-11-18 09:52:28.500
2019-11-18-1,2019-11-18 09:52:29.500,2019-11-18 09:52:56.250
2019-11-18-1,2019-11-18 09:52:57.250,2019-11-18 09:52:57.250
2019-11-18-1,2019-11-18 09:53:03.500,2019-11-18 09:53:04.500
2019-11-18-1,2019-11-18 09:53:05.750,2019-11-18 09:53:25.750
2019-11-18-1,2019-11-18 09:53:25.750,2019-11-18 09:56:33.750
2019-11-18-1,2019-11-18 09:56:33.750,2019-11-18 09:57:23.000
2019-11-18-1,2019-11-18 09:57:23.000,2019-11-18 10:01:00.500
2019-11-18-1,2019-11-18 10:01:00.500,2019-11-18 10:01:45.250
2019-11-18-1,2019-11-18 10:01:45.250,2019-11-18 10:04:03.750
2019-11-18-1,2019-11-18 10:04:03.750,2019-11-18 10:07:53.000
2019-11-18-1,2019-11-18 10:07:53.000,2019-11-18 10:11:06.750
2019-11-18-1,2019-11-18 10:11:06.750,2019-11-18 10:12:14.500
2019-11-18-1,2019-11-18 10:12:14.500,2019-11-18 10:14:28.750
2019-11-18-1,2019-11-18 10:14:28.750,2019-11-18 10:16:38.500
2019-11-18-1,2019-11-18 10:16:38.500,2019-11-18 10:19:01.500
2019-11-18-1,2019-11-18 10:19:01.500,2019-11-18 10:20:52.500
2019-11-18-1,2019-11-18 10:20:52.500,2019-11-18 10:22:52.000
2019-11-18-1,2019-11-18 10:22:52.000,2019-11-18 10:23:37.250
2019-11-18-1,2019-11-18 10:23:37.250,2019-11-18 10:25:51.500
2019-11-18-1,2019-11-18 10:25:51.500,2019-11-18 10:29:06.250
2019-11-18-1,2019-11-18 10:29:06.250,2019-11-18 10:31:11.000
2019-11-18-1,2019-11-18 10:31:11.000,2019-11-18 10:31:51.000
2019-11-18-1,2019-11-18 10:31:51.000,2019-11-18 10:33:49.250
2019-11-18-1,2019-11-18 10:41:06.500,2019-11-18 10:43:22.750
2019-11-18-1,2019-11-18 10:46:39.000,2019-11-18 10:47:34.750
2019-11-18-1,2019-11-18 10:49:49.750,2019-11-18 10:51:38.500
2019-11-18-1,2019-11-18 10:51:38.500,2019-11-18 10:54:38.750
2019-11-18-1,2019-11-18 10:54:38.750,2019-11-18 10:55:44.250
2019-11-18-1,2019-11-18 10:55:44.250,2019-11-18 11:00:13.000
2019-11-18-1,2019-11-18 11:00:13.000,2019-11-18 11:02:27.750
2019-11-18-1,2019-11-18 11:02:27.750,2019-11-18 11:04:36.250
2019-11-18-1,2019-11-18 11:04:36.250,2019-11-18 11:06:41.250
2019-11-18-1,2019-11-18 11:06:41.250,2019-11-18 11:09:34.500
2019-11-18-1,2019-11-18 11:09:34.500,2019-11-18 11:11:59.750
2019-11-18-1,2019-11-18 11:11:59.750,2019-11-18 11:13:53.750
2019-11-18-1,2019-11-18 11:13:53.750,2019-11-18 11:16:40.750
2019-11-18-1,2019-11-18 11:19:11.750,2019-11-18 11:26:05.750
2019-11-18-1,2019-11-18 12:16:40.000,2019-11-18 12:23:29.250
2019-11-18-1,2019-11-18 12:23:29.250,2019-11-18 12:25:35.250
2019-11-18-1,2019-11-18 12:25:35.250,2019-11-18 12:27:30.500
2019-11-18-1,2019-11-18 12:27:30.500,2019-11-18 12:29:54.750
2019-11-18-1,2019-11-18 12:29:54.750,2019-11-18 12:31:46.000
2019-11-18-1,2019-11-18 12:31:46.000,2019-11-18 12:33:59.500
2019-11-18-1,2019-11-18 12:33:59.500,2019-11-18 12:35:33.250
2019-11-18-1,2019-11-18 12:35:33.250,2019-11-18 12:36:21.250
2019-11-18-1,2019-11-18 12:36:21.250,2019-11-18 12:39:12.250
2019-11-18-1,2019-11-18 12:39:12.250,2019-11-18 12:40:31.000
2019-11-18-1,2019-11-18 12:40:31.000,2019-11-18 12:42:17.250
2019-11-18-1,2019-11-18 12:42:17.250,2019-11-18 12:48:58.250
2019-11-18-1,2019-11-18 12:48:58.250,2019-11-18 12:50:53.000
2019-11-18-1,2019-11-18 12:50:53.000,2019-11-18 12:54:27.250
2019-11-18-1,2019-11-18 12:54:27.250,2019-11-18 12:56:11.500
2019-11-18-1,2019-11-18 12:56:11.500,2019-11-18 12:58:31.250
2019-11-18-1,2019-11-18 12:58:31.250,2019-11-18 13:01:14.000
2019-11-18-1,2019-11-18 13:01:14.000,2019-11-18 13:03:13.500
2019-11-18-1,2019-11-18 13:03:13.500,2019-11-18 13:05:31.250
2019-11-18-1,2019-11-18 13:05:31.250,2019-11-18 13:08:26.750
2019-11-18-1,2019-11-18 13:08:26.750,2019-11-18 13:13:38.500
2019-11-18-1,2019-11-18 13:13:38.500,2019-11-18 13:15:36.250
2019-11-18-1,2019-11-18 13:15:36.250,2019-11-18 13:19:27.750
2019-11-18-1,2019-11-18 13:19:27.750,2019-11-18 13:21:22.500
2019-11-18-1,2019-11-18 13:21:22.500,2019-11-18 13:23:09.250
2019-11-18-1,2019-11-18 13:25:33.000,2019-11-18 13:27:59.250
2019-11-18-1,2019-11-18 13:27:59.250,2019-11-18 13:31:44.250
2019-11-18-1,2019-11-18 13:31:44.250,2019-11-18 13:32:55.250
2019-11-18-1,2019-11-18 13:32:55.250,2019-11-18 13:35:49.500
2019-11-18-1,2019-11-18 13:35:49.500,2019-11-18 13:37:57.500
2019-11-18-1,2019-11-18 13:37:57.500,2019-11-18 13:43:45.250
2019-11-18-1,2019-11-18 13:43:45.250,2019-11-18 13:46:52.250
2019-11-18-1,2019-11-18 14:02:22.000,2019-11-18 14:04:30.500
2019-11-18-1,2019-11-18 14:04:30.500,2019-11-18 14:07:36.500
2019-11-18-1,2019-11-18 14:07:36.500,2019-11-18 14:10:05.500
2019-11-18-1,2019-11-18 14:10:05.500,2019-11-18 14:11:03.500
2019-11-18-1,2019-11-18 14:11:03.500,2019-11-18 14:12:04.500
2019-11-18-1,2019-11-18 14:12:04.500,2019-11-18 14:13:14.250
2019-11-18-1,2019-11-18 14:13:14.250,2019-11-18 14:14:11.500
2019-11-18-1,2019-11-18 14:14:11.500,2019-11-18 14:22:02.750
2019-11-18-1,2019-11-18 14:22:02.750,2019-11-18 14:25:08.250
2019-11-18-1,2019-11-18 14:25:08.250,2019-11-18 14:26:50.250
2019-11-18-1,2019-11-18 14:26:50.250,2019-11-18 14:29:10.500
2019-11-18-1,2019-11-18 14:29:10.500,2019-11-18 14:31:13.000
2019-11-18-1,2019-11-18 14:31:13.000,2019-11-18 14:33:42.250
2019-11-18-1,2019-11-18 14:33:42.250,2019-11-18 14:36:41.500
2019-11-18-1,2019-11-18 14:36:41.500,2019-11-18 14:38:36.250
2019-11-18-1,2019-11-18 14:38:36.250,2019-11-18 14:44:44.000
2019-11-18-1,2019-11-18 14:44:44.000,2019-11-18 14:46:00.000
2019-11-18-1,2019-11-18 14:46:00.000,2019-11-18 14:47:29.500
2019-11-18-1,2019-11-18 14:47:29.500,2019-11-18 14:48:42.750
2019-11-18-1,2019-11-18 14:48:42.750,2019-11-18 14:50:47.250
2019-11-18-1,2019-11-18 14:50:47.250,2019-11-18 14:52:56.000
2019-11-18-1,2019-11-18 14:52:56.000,2019-11-18 14:55:01.000
2019-11-18-1,2019-11-18 14:55:01.000,2019-11-18 14:55:57.250
2019-11-18-2,2019-11-18 18:37:31.500,2019-11-18 18:37:32.000
2019-11-18-2,2019-11-18 18:39:10.750,2019-11-18 18:39:37.000
2019-11-18-2,2019-11-18 18:41:42.000,2019-11-18 18:42:28.500
2019-11-18-2,2019-11-18 18:42:28.500,2019-11-18 18:44:11.000
2019-11-18-2,2019-11-18 18:44:11.000,2019-11-18 18:46:17.250
2019-11-18-2,2019-11-18 18:46:17.250,2019-11-18 18:47:01.750
2019-11-18-2,2019-11-18 18:47:01.750,2019-11-18 18:51:58.250
2019-11-18-2,2019-11-18 18:51:58.250,2019-11-18 18:52:45.250
2019-11-18-2,2019-11-18 18:52:45.250,2019-11-18 18:53:12.250
2019-11-18-2,2019-11-18 18:53:12.250,2019-11-18 18:55:01.500
2019-11-18-2,2019-11-18 18:55:01.500,2019-11-18 18:57:30.250
2019-11-18-2,2019-11-18 18:57:30.250,2019-11-18 18:58:24.500
2019-11-18-2,2019-11-18 18:58:24.500,2019-11-18 18:59:42.250
2019-11-18-2,2019-11-18 18:59:42.250,2019-11-18 19:01:16.750
2019-11-18-2,2019-11-18 19:05:26.750,2019-11-18 19:06:23.000
2019-11-18-2,2019-11-18 19:08:53.500,2019-11-18 19:09:58.500
2019-11-18-2,2019-11-18 19:09:58.500,2019-11-18 19:10:33.500
2019-11-18-2,2019-11-18 19:10:33.500,2019-11-18 19:12:39.500
2019-11-18-2,2019-11-18 19:16:24.500,2019-11-18 19:18:09.750
2019-11-18-2,2019-11-18 19:18:09.750,2019-11-18 19:19:29.500
2019-11-18-2,2019-11-18 19:19:29.500,2019-11-18 19:20:10.750
2019-11-18-2,2019-11-18 19:20:10.750,2019-11-18 19:22:19.500
2019-11-18-2,2019-11-18 19:22:19.500,2019-11-18 19:24:04.500
